4908.791704125 4 116.1805360362366 212.0694190249762
4908.791704125 14 177.5138240044003 185.32499464780338
4908.791704125 15 4.230886798468499 43.79792332002479
4908.791704125 25 103.15177986534846 113.510871558648
4908.791704125 41 130.75259880507744 185.7307479682092
4908.791704125 49 75.57556212845351 119.6582307976292
4908.791704125 51 113.84079897104941 102.82518413421658
4908.791704125 53 202.3970693987374 111.09043437523836
4908.791704125 70 212.89700581123068 177.16956194620798
4908.791704125 73 145.48421165564918 205.47082496075836
4908.791704125 76 12.811719653115368 25.85518888975105
4908.791704125 79 192.82151289426275 228.42773551721152
4908.791704125 80 210.4848275024921 208.72551272015374
4908.791704125 85 150.8947720934664 46.27332543623063
4908.791704125 87 207.84008163923093 123.62069976829883
4908.791704125 94 172.20820174669907 51.43904457605009
4908.791704125 99 205.936011761193 53.62665180643538
4908.791704125 100 273.80375873805673 213.1245206085962
4908.791704125 101 518.9907543333447 93.30008677650288
4908.791704125 102 235.2224022830398 75.53564374522765
4908.791704125 104 495.1460368693763 209.379890459174
4908.791704125 112 340.7006599040062 160.65695411648497
4908.791704125 116 253.370848776691 229.13818314092782
4908.791704125 117 252.3493695743559 84.62624395088228
4908.791704125 121 230.51056530229212 49.26573501794999
4908.791704125 125 599.1778447458174 52.72492443894615
4908.791704125 131 295.9032459118099 169.6763189383152
4908.791704125 132 381.1938512806237 178.97132902445506
4908.791704125 133 423.6717850352914 6.13838209514423
4908.791704125 135 437.0692961851369 77.80168730531035
4908.791704125 136 587.5971189409958 24.156562048715006
4908.791704125 137 481.53695784101046 149.16704557320907
4908.791704125 152 443.75049269288115 116.76154573846827
4908.791704125 156 251.61504717642464 101.36188671408783
4908.791704125 157 395.24248244447307 110.60502712815857
4908.791704125 158 446.3189283331368 231.62393734217065
4908.791704125 160 267.90366696293574 128.80973700964256
4908.791704125 163 276.59112784620106 97.8848314078555
4908.791704125 164 292.5231471760472 171.5424873981946
4908.791704125 165 372.37707609333205 99.85623535583306
4908.791704125 166 247.0395515060805 43.354386026625754
4908.791704125 167 317.8975246979451 110.4598839207551
4908.791704125 173 246.74723578361898 78.93870301240983
4908.791704125 174 270.35759533048054 180.09875725026092
4908.791704125 177 312.1415582418251 166.0935493488302
4908.791704125 182 299.5368145056771 57.14829261574583
4908.791704125 185 234.00436176032878 60.23633278502854
4908.791704125 187 323.1777673246952 204.9000023545623
4908.791704125 189 402.7232633482063 144.13607308468502
4908.791704125 192 240.51589441649375 113.7075776934544
4908.893704125 4 116.68246253290773 211.66948113390401
4908.893704125 14 175.97288003792863 186.30566061762914
4908.893704125 15 3.223850353620136 42.5200062680705
4908.893704125 25 103.50260906136224 113.1339784078665
4908.893704125 41 130.74626744412737 184.70348933724566
4908.893704125 49 74.10077262523784 119.65020536952896
4908.893704125 51 113.17703604270898 102.5986774722973
4908.893704125 53 201.86480818474016 110.09866346899622
4908.893704125 70 211.60136060170476 176.31423872194293
4908.893704125 73 144.49676267017958 205.56145290195647
4908.893704125 76 11.058102654479445 27.291712000875055
4908.893704125 79 190.7608779378425 227.74361318411408
4908.893704125 80 209.52602854927542 209.97308140081324
4908.893704125 85 150.669814985811 45.531194666230405
4908.893704125 87 206.7969871925779 123.30596729774312
4908.893704125 94 171.85524639841043 51.74745829456915
4908.893704125 99 205.44515240696788 53.45431888423597
4908.893704125 100 272.1024380009542 213.86512687722382
4908.893704125 101 518.5002772496024 94.37176905340928
4908.893704125 102 235.01921843781327 76.93853293582399
4908.893704125 104 493.9459871655038 209.72526827340812
4908.893704125 112 339.56577138381783 160.8062391876553
4908.893704125 116 252.94563644614627 228.21238920685823
4908.893704125 117 252.55747818118311 85.55675588991781
4908.893704125 121 230.7054914785088 50.75796354297526
4908.893704125 125 597.7478747387283 54.683573172905675
4908.893704125 131 295.4289376735292 171.7443592401942
4908.893704125 132 381.844579416774 179.43174551443994
4908.893704125 133 423.7269949959871 6.89783877369373
4908.893704125 135 437.44011441267065 79.1231568395908
4908.893704125 136 586.4994043884366 25.305706007768592
4908.893704125 137 480.4436160113366 149.14460913160156
4908.893704125 152 444.3721537898591 118.72641894485612
4908.893704125 156 252.2922604695671 102.67651931271978
4908.893704125 157 394.65234411098805 109.97714671941846
4908.893704125 158 445.78051865864296 233.0530109639254
4908.893704125 160 266.5658218866351 130.52960662921421
4908.893704125 163 275.4749599476765 98.79375139741975
4908.893704125 164 292.25754312544666 171.9927505234583
4908.893704125 165 373.0024157378093 101.03537825826118
4908.893704125 166 247.1045610216298 42.99874757023326
4908.893704125 167 317.4502179974387 112.20212367502323
